# x,ne,Te,Ti,Wtot,Wpart,Wrad,Wpls,Wneut,xMP,Rclfc,Zclfc,Wpar_xpt,WWpar,WWtrg,Lcnnt,Lcnnx,f0,D_flux_atm,D_temp_atm,D_pres_atm,He_flux_atm,He_temp_atm,He_pres_atm,Ne_flux_atm,Ne_temp_atm,Ne_pres_atm,D_flux_ion,He_flux_ion,Ne_flux_ion,D2_flux_mol,D2_pres_mol
-1.035299999999999970e-01,1.118700000000000000e+19,2.705500000000000127e-01,2.888100000000000112e-01,3.906500000000000000e+04,8.598600000000000364e+03,3.046700000000000000e+04,6.828600000000000364e+03,1.770000000000000000e+03,-3.123299999999999965e-01,5.554299999999999571e+00,-4.496299999999999741e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.009029999999999961e+22,4.100570000000000048e-01,1.720889999999999920e-01,0.000000000000000000e+00,1.000010000000000019e-06,0.000000000000000000e+00,1.484530000000000000e+20,1.481689999999999952e-01,1.142879999999999938e-02,2.665420000000000131e+21,1.598890000000000000e+19,5.881180000000000000e+18,6.560309999999999646e+22,2.059390000000000054e+00
-9.205699999999999994e-02,1.377800000000000000e+19,3.401799999999999824e-01,3.535800000000000054e-01,4.312000000000000000e+04,1.083900000000000000e+04,3.228200000000000000e+04,9.407399999999999636e+03,1.431299999999999955e+03,-2.928399999999999892e-01,5.554299999999999571e+00,-4.484899999999999665e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,3.939200000000000000e+21,4.168040000000000078e-01,9.605299999999999949e-02,0.000000000000000000e+00,1.000010000000000019e-06,0.000000000000000000e+00,1.213590000000000000e+20,1.640649999999999886e-01,1.078959999999999989e-02,3.581760000000000000e+21,2.096930000000000000e+19,7.658860000000000000e+18,6.424879999999999685e+22,2.249159999999999826e+00
-8.064300000000000634e-02,2.038100000000000000e+19,4.465799999999999770e-01,4.852400000000000047e-01,6.245100000000000000e+04,2.807900000000000000e+04,3.437200000000000000e+04,1.646600000000000000e+04,1.161300000000000000e+04,-2.724699999999999900e-01,5.554299999999999571e+00,-4.473499999999999588e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,9.819510000000000066e+21,1.477160000000000029e+00,6.029210000000000402e-01,0.000000000000000000e+00,2.265739999999999976e-01,4.113730000000000338e-03,1.008120000000000000e+20,1.750599999999999934e-01,8.807139999999999760e-03,6.037469999999999803e+21,3.312900000000000000e+19,1.202170000000000000e+19,5.998920000000000367e+22,2.206989999999999785e+00
-6.943299999999999472e-02,3.421600000000000000e+19,5.883000000000000451e-01,6.312499999999999778e-01,8.367400000000000000e+04,4.683100000000000000e+04,3.684400000000000000e+04,3.381200000000000000e+04,1.301900000000000000e+04,-2.511800000000000144e-01,5.554299999999999571e+00,-4.462200000000000166e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.010189999999999908e+22,8.143479999999999608e-01,4.898270000000000124e-01,7.313929999999999672e+20,2.266160000000000119e-01,1.366150000000000003e-02,8.012530000000000000e+19,2.089560000000000028e-01,8.889239999999999642e-03,1.174880000000000000e+22,5.895250000000000000e+19,2.100080000000000000e+19,5.367849999999999725e+22,2.219440000000000079e+00
-5.850899999999999851e-02,5.419700000000000000e+19,6.935200000000000253e-01,7.366200000000000525e-01,1.202800000000000000e+05,8.044400000000000000e+04,3.983300000000000000e+04,5.745000000000000000e+04,2.299400000000000000e+04,-2.292599999999999916e-01,5.554299999999999571e+00,-4.451299999999999812e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.848389999999999961e+22,7.822189999999999976e-01,7.417709999999999582e-01,2.236569999999999934e+21,1.434010000000000007e-01,4.297569999999999862e-02,6.951350000000000000e+19,1.786240000000000050e-01,7.666830000000000346e-03,1.978210000000000197e+22,9.461910000000000000e+19,3.307180000000000000e+19,5.908930000000000406e+22,3.104859999999999953e+00
-4.802300000000000318e-02,7.842500000000000000e+19,8.246299999999999741e-01,8.735000000000000542e-01,1.714900000000000000e+05,1.279300000000000000e+05,4.356700000000000000e+04,9.261800000000000000e+04,3.530900000000000000e+04,-2.066000000000000059e-01,5.554299999999999571e+00,-4.440800000000000303e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,2.538670000000000118e+22,1.284909999999999997e+00,1.271679999999999922e+00,0.000000000000000000e+00,1.000010000000000019e-06,0.000000000000000000e+00,6.390910000000000000e+19,2.891170000000000129e-01,1.199440000000000055e-02,3.044220000000000026e+22,1.381180000000000000e+20,4.723440000000000000e+19,6.557089999999999777e+22,4.586070000000000313e+00
-3.810600000000000098e-02,1.445200000000000000e+20,9.322099999999999831e-01,9.588600000000000456e-01,2.829600000000000000e+05,2.344000000000000000e+05,4.856100000000000000e+04,1.792000000000000000e+05,5.519600000000000000e+04,-1.827999999999999903e-01,5.554299999999999571e+00,-4.430900000000000283e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,3.237550000000000118e+22,1.150630000000000042e+00,3.196860000000000035e+00,0.000000000000000000e+00,9.548379999999999646e-01,1.240839999999999999e-03,1.057640000000000000e+20,3.096670000000000256e-01,1.921909999999999938e-02,5.785810000000000301e+22,2.562490000000000000e+20,8.574580000000000000e+19,6.928320000000000419e+22,5.124019999999999797e+00
-2.885499999999999871e-02,2.607800000000000000e+20,1.012100000000000000e+00,1.050200000000000022e+00,4.863600000000000000e+05,4.303700000000000000e+05,5.598900000000000000e+04,3.310100000000000000e+05,9.936200000000000000e+04,-1.582600000000000118e-01,5.554299999999999571e+00,-4.421700000000000408e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,8.075130000000000039e+22,1.367939999999999934e+00,6.839999999999999858e+00,0.000000000000000000e+00,9.548379999999999646e-01,2.024300000000000058e-02,5.990430000000000000e+19,3.593259999999999788e-01,2.209550000000000056e-02,1.060300000000000005e+23,4.517289999999999672e+20,1.482750000000000000e+20,9.956820000000000288e+22,8.847329999999999472e+00
-2.054500000000000076e-02,4.509800000000000000e+20,1.185300000000000020e+00,1.200900000000000079e+00,9.231800000000000000e+05,8.539600000000000000e+05,6.921600000000000000e+04,6.317800000000000000e+05,2.221800000000000000e+05,-1.325900000000000134e-01,5.554299999999999571e+00,-4.413400000000000212e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.739600000000000147e+23,1.635010000000000074e+00,1.539390000000000036e+01,0.000000000000000000e+00,1.000010000000000019e-06,0.000000000000000000e+00,1.110330000000000000e+20,5.652179999999999982e-01,5.051859999999999684e-02,1.943889999999999966e+23,8.175500000000000655e+20,2.665080000000000000e+20,1.438239999999999958e+23,1.207380000000000031e+01
-1.319299999999999987e-02,6.743000000000000000e+20,1.295299999999999896e+00,1.309199999999999919e+00,1.436400000000000000e+06,1.341200000000000000e+06,9.514200000000000000e+04,1.008200000000000000e+06,3.329900000000000000e+05,-1.053299999999999931e-01,5.554299999999999571e+00,-4.405999999999999694e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,3.453019999999999733e+23,1.836540000000000061e+00,3.198560000000000159e+01,0.000000000000000000e+00,3.188419999999999810e+00,1.436840000000000062e-01,1.808260000000000000e+20,5.573029999999999928e-01,6.642180000000000306e-02,2.984619999999999879e+23,1.204369999999999934e+21,4.031089999999999672e+20,2.048310000000000149e+23,1.759450000000000003e+01
